Date,Open,High,Low,Close,Adj Close,Volume
2015-12-05,0.004799,0.004799,0.00425,0.00425,0.00425,44
2015-12-06,0.00425,0.004799,0.00425,0.00475,0.00475,134
2015-12-07,0.00475,0.004951,0.0045,0.0045,0.0045,5
2015-12-08,0.0045,0.00624,0.0045,0.00624,0.00624,107
2015-12-09,0.00624,0.00825,0.005831,0.00735,0.00735,252
2015-12-10,0.00735,0.009998,0.0045,0.006498,0.006498,248
2015-12-11,0.006498,0.007,0.006,0.006,0.006,572
2015-12-12,0.006997,0.006997,0.0060880000000000005,0.006131,0.006131,78
2015-12-13,0.006131,0.006556,0.0059,0.0059,0.0059,1
2015-12-14,0.0059,0.006997,0.0058,0.0058,0.0058,513
2015-12-15,0.0058,0.0061,0.00475,0.00475,0.00475,3348
2015-12-16,0.00425,0.006,0.00425,0.006,0.006,718
2015-12-17,0.0058,0.0058,0.0056,0.0056,0.0056,10
2015-12-18,0.0055899999999999995,0.0055899999999999995,0.0049,0.0054,0.0054,36
2015-12-19,0.0055,0.0055,0.0055,0.0055,0.0055,0
2015-12-20,0.005,0.005,0.0049,0.0049,0.0049,88
2015-12-21,0.005,0.005108,0.0048,0.005108,0.005108,63
2015-12-22,0.005108,0.0056,0.004716,0.0056,0.0056,4
2015-12-23,0.005194,0.0056,0.0050409999999999995,0.0056,0.0056,58
2015-12-24,0.0056,0.0056,0.00475,0.00475,0.00475,0
2015-12-25,0.00588,0.006693999999999999,0.00588,0.006693999999999999,0.006693999999999999,10
2015-12-26,0.0057,0.0058,0.005,0.0058,0.0058,32
2015-12-27,0.0051,0.0051,0.0051,0.0051,0.0051,0
2015-12-28,0.0051,0.0051,0.0049,0.0049,0.0049,10
2015-12-29,0.0052,0.0054,0.0050100000000000006,0.005255,0.005255,0
2015-12-30,0.005255,0.00535,0.005162,0.00535,0.00535,59
2015-12-31,0.00535,0.00535,0.0051,0.0052049999999999996,0.0052049999999999996,1
2016-01-01,0.0052049999999999996,0.0055,0.005132,0.0055,0.0055,0
2016-01-02,0.005132,0.005132,0.005,0.005125,0.005125,3
2016-01-03,0.005125,0.0054,0.005,0.0052,0.0052,0
2016-01-04,0.0052,0.00535,0.0051,0.0051,0.0051,0
2016-01-05,0.0051,0.0054,0.005,0.005,0.005,0
2016-01-06,0.005,0.0055,0.005,0.005,0.005,13
2016-01-07,0.005,0.00564,0.005,0.005,0.005,82
2016-01-08,0.005,0.0056,0.005,0.005,0.005,69
2016-01-09,0.005,0.0055,0.004,0.004,0.004,0
2016-01-10,0.0054,0.0054,0.0054,0.0054,0.0054,0
2016-01-11,0.0054,0.0054,0.0040100000000000005,0.0040100000000000005,0.0040100000000000005,0
2016-01-12,0.0040100000000000005,0.005053,0.0040100000000000005,0.005053,0.005053,0
2016-01-13,0.00505,0.00505,0.00505,0.00505,0.00505,1
2016-01-14,0.00505,0.00505,0.0040100000000000005,0.00479,0.00479,4
2016-01-15,0.00479,0.00505,0.00479,0.00505,0.00505,127
2016-01-16,0.0051340000000000005,0.0051340000000000005,0.004653,0.0048920000000000005,0.0048920000000000005,15
2016-01-17,0.0048920000000000005,0.004917,0.004889,0.004917,0.004917,3
2016-01-18,0.004917,0.005425,0.004917,0.00511,0.00511,0
2016-01-19,0.00511,0.00528,0.00511,0.0052450000000000005,0.0052450000000000005,5
2016-01-20,0.0052450000000000005,0.0054329999999999995,0.0052450000000000005,0.0054329999999999995,0.0054329999999999995,89
2016-01-21,0.0054329999999999995,0.0056159999999999995,0.005241,0.005241,0.005241,22
2016-01-22,0.005241,0.005241,0.00499,0.005231,0.005231,14
2016-01-23,0.005231,0.005233,0.00512,0.00512,0.00512,69
2016-01-24,0.00512,0.005197,0.00499,0.005122,0.005122,35
2016-01-25,0.005122,0.005122,0.0051,0.0051,0.0051,78
2016-01-26,0.0051,0.005653,0.005,0.005653,0.005653,148
2016-01-27,0.005653,0.006952,0.005653,0.006511,0.006511,939
2016-01-28,0.006511,0.006847,0.005765999999999999,0.005795000000000001,0.005795000000000001,3
2016-01-29,0.005795000000000001,0.00785,0.005795000000000001,0.00692,0.00692,33
2016-01-30,0.00692,0.00785,0.006205,0.00633,0.00633,156
2016-01-31,0.00633,0.0066,0.005784,0.006154,0.006154,106
2016-02-01,0.006154,0.006697,0.0053,0.006697,0.006697,37
2016-02-02,0.006697,0.006989,0.0064719999999999995,0.006989,0.006989,2
2016-02-03,0.006989,0.006989,0.006623,0.006623,0.006623,1
2016-02-04,0.006623,0.006967,0.006581999999999999,0.006633,0.006633,0
2016-02-05,0.006633,0.0079,0.006586,0.0079,0.0079,5
2016-02-06,0.0079,0.008,0.0079,0.008,0.008,55
2016-02-07,0.008,0.009086,0.007644,0.007644,0.007644,239
2016-02-08,0.008122,0.008122,0.008122,0.008122,0.008122,671
2016-02-09,0.008122,0.1,0.007361,0.007361,0.007361,202
2016-02-10,0.007361,0.008191,0.007361,0.007388,0.007388,4539
2016-02-11,0.007388,0.008191,0.007359,0.008191,0.008191,1215
2016-02-12,0.008191,0.008204000000000001,0.006386,0.007940000000000001,0.007940000000000001,897
2016-02-13,0.007940000000000001,0.00845,0.007659999999999999,0.008440000000000001,0.008440000000000001,508
2016-02-14,0.008440000000000001,0.008990999999999999,0.008202,0.00821,0.00821,1231
2016-02-15,0.00821,0.0088,0.00821,0.00835,0.00835,385
2016-02-16,0.00835,0.00875,0.00811,0.00811,0.00811,541
2016-02-17,0.00811,0.008634999999999999,0.007326999999999999,0.007456,0.007456,2800
2016-02-18,0.007456,0.008440000000000001,0.007421,0.008440000000000001,0.008440000000000001,3163
2016-02-19,0.008440000000000001,0.008482,0.00773,0.008479,0.008479,121
2016-02-20,0.008479,0.008479,0.007896,0.007896,0.007896,6
2016-02-21,0.007896,0.0084,0.007896,0.008312,0.008312,473
2016-02-22,0.008312,0.008312,0.00765,0.00831,0.00831,103
2016-02-23,0.00831,0.00831,0.00815,0.00815,0.00815,8
2016-02-24,0.00815,0.00815,0.00785,0.00785,0.00785,30
2016-02-25,0.00785,0.008234,0.007548999999999999,0.008234,0.008234,133
2016-02-26,0.008234,0.008234,0.00798,0.008225,0.008225,207
2016-02-27,0.008225,0.008225,0.0078,0.0078,0.0078,103
2016-02-28,0.0078,0.008154999999999999,0.007515000000000001,0.008154999999999999,0.008154999999999999,0
2016-02-29,0.008154999999999999,0.008154999999999999,0.007601,0.0081,0.0081,500
2016-03-01,0.0081,0.00828,0.0078,0.008278,0.008278,1360
2016-03-02,0.008278,0.008278,0.007826999999999999,0.008094,0.008094,147
2016-03-03,0.008094,0.00822,0.00782,0.007902,0.007902,2772
2016-03-04,0.007902,0.008457,0.0079,0.007937999999999999,0.007937999999999999,642
2016-03-05,0.007937999999999999,0.008445999999999999,0.0073420000000000004,0.0073420000000000004,0.0073420000000000004,299
2016-03-06,0.0073420000000000004,0.008085,0.007162000000000001,0.00755,0.00755,2878
2016-03-07,0.00755,0.007943,0.00755,0.007672,0.007672,1527
2016-03-08,0.007672,0.007959,0.007645,0.0078,0.0078,267
2016-03-09,0.0078,0.008479,0.007654,0.0081,0.0081,217
2016-03-10,0.0081,0.008633,0.007997,0.008201,0.008201,481
2016-03-11,0.008201,0.009694,0.008201,0.009218,0.009218,221
2016-03-12,0.009218,0.009218,0.0081,0.008140000000000001,0.008140000000000001,654
2016-03-13,0.008140000000000001,0.008891,0.008103,0.008182,0.008182,5
2016-03-14,0.008182,0.008870999999999999,0.0081,0.0083,0.0083,158
2016-03-15,0.0083,0.008375,0.007201000000000001,0.00787,0.00787,3777
2016-03-16,0.00787,0.008355,0.00787,0.008193,0.008193,164
2016-03-17,0.008193,0.008419,0.0079,0.0081,0.0081,346
2016-03-18,0.0081,0.008416,0.0079,0.008282,0.008282,10
2016-03-19,0.008282,0.008282,0.00782,0.00782,0.00782,136
2016-03-20,0.00782,0.008128,0.00778,0.00778,0.00778,1097
2016-03-21,0.00778,0.008128,0.00778,0.00792,0.00792,2503
2016-03-22,0.00792,0.00813,0.007905,0.007915,0.007915,618
2016-03-23,0.007915,0.008511,0.007915,0.008381,0.008381,183
2016-03-24,0.008381,0.008445000000000001,0.008065000000000001,0.008421,0.008421,70
2016-03-25,0.008421,0.008421,0.008,0.008212,0.008212,39
2016-03-26,0.008212,0.008212,0.008004,0.008128,0.008128,10
2016-03-27,0.008128,0.008128,0.007863,0.007863,0.007863,641
2016-03-27,0.007863,0.008122,0.00715,0.0073290000000000004,0.0073290000000000004,1852
2016-03-28,0.0073290000000000004,0.007851,0.0072,0.0075,0.0075,316
2016-03-29,0.0075,0.007849,0.006901000000000001,0.007104999999999999,0.007104999999999999,590
2016-03-30,0.007359,0.007579000000000001,0.007359,0.0073950000000000005,0.0073950000000000005,457
2016-03-31,0.007311,0.0075,0.007070999999999999,0.0075,0.0075,29
2016-04-01,0.0075,0.00757,0.007222,0.00757,0.00757,2138
2016-04-02,0.00757,0.007595,0.00735,0.007478,0.007478,1014
2016-04-03,0.007478,0.007595,0.0074,0.0074,0.0074,180
2016-04-04,0.0074,0.007474,0.0073,0.007301,0.007301,216
2016-04-05,0.007301,0.007397,0.0071530000000000005,0.007304000000000001,0.007304000000000001,255
2016-04-06,0.007304000000000001,0.007304000000000001,0.00671,0.006828,0.006828,655
2016-04-07,0.006828,0.00687,0.006541,0.006541,0.006541,9
2016-04-08,0.006541,0.00686,0.006,0.006222,0.006222,597
2016-04-09,0.006222,0.006249,0.005679999999999999,0.0061,0.0061,402
2016-04-10,0.0061,0.0064930000000000005,0.005856,0.006229999999999999,0.006229999999999999,63
2016-04-11,0.006229999999999999,0.006365999999999999,0.0057009999999999995,0.005995,0.005995,1774
2016-04-12,0.005995,0.005995,0.00557,0.005943,0.005943,38
2016-04-13,0.005943,0.006367,0.005573,0.006367,0.006367,168
2016-04-14,0.006367,0.0065439999999999995,0.006089,0.0065439999999999995,0.0065439999999999995,15
2016-04-15,0.0065439999999999995,0.006548999999999999,0.0065,0.006548999999999999,0.006548999999999999,30
2016-04-16,0.006548999999999999,0.006634999999999999,0.006184,0.006634999999999999,0.006634999999999999,76
2016-04-17,0.006634999999999999,0.007195,0.00644,0.006711,0.006711,150
2016-04-18,0.006711,0.007213,0.006711,0.007037999999999999,0.007037999999999999,81
2016-04-19,0.007037999999999999,0.007562,0.006869,0.006951000000000001,0.006951000000000001,915
2016-04-20,0.006951000000000001,0.0077599999999999995,0.006951000000000001,0.0073,0.0073,74
2016-04-21,0.0073,0.007489,0.006931999999999999,0.007356999999999999,0.007356999999999999,32
2016-04-22,0.007356999999999999,0.0074730000000000005,0.007356999999999999,0.007356999999999999,0.007356999999999999,33
2016-04-23,0.007356999999999999,0.007469,0.007037000000000001,0.007225,0.007225,32
2016-04-24,0.007225,0.007428,0.007195999999999999,0.007273999999999999,0.007273999999999999,79
2016-04-25,0.007273999999999999,0.007273999999999999,0.0069299999999999995,0.0069299999999999995,0.0069299999999999995,16
2016-04-26,0.0069299999999999995,0.006998000000000001,0.006614,0.006614,0.006614,179
2016-04-27,0.006614,0.006735,0.006423999999999999,0.006735,0.006735,65
2016-04-28,0.006735,0.0068579999999999995,0.006683,0.0068579999999999995,0.0068579999999999995,4
2016-04-29,0.0068579999999999995,0.006881,0.00658,0.006881,0.006881,0
2016-04-30,0.006881,0.006881,0.006581999999999999,0.0065829999999999994,0.0065829999999999994,0
2016-05-01,0.0065829999999999994,0.00672,0.00647,0.006686,0.006686,1487
2016-05-02,0.006686,0.006687,0.006455,0.006455,0.006455,4
2016-05-03,0.006455,0.006587000000000001,0.006161,0.006261999999999999,0.006261999999999999,1031
2016-05-04,0.006261999999999999,0.006261999999999999,0.006104999999999999,0.006116,0.006116,478
2016-05-05,0.006116,0.006529999999999999,0.006116,0.006302,0.006302,1086
2016-05-06,0.006302,0.006529999999999999,0.006302,0.006344,0.006344,23
2016-05-07,0.006344,0.006523999999999999,0.0063030000000000004,0.0063030000000000004,0.0063030000000000004,17
2016-05-08,0.0063030000000000004,0.006406,0.0063030000000000004,0.0064,0.0064,14
2016-05-09,0.0064,0.0064,0.00621,0.006295,0.006295,18
2016-05-10,0.006295,0.006295,0.006089,0.006089,0.006089,61
2016-05-11,0.006089,0.006231,0.006036,0.006125,0.006125,365
2016-05-12,0.006125,0.0061979999999999995,0.006,0.006101,0.006101,4579
2016-05-13,0.00591,0.0060490000000000006,0.00571,0.0060490000000000006,0.0060490000000000006,146
2016-05-14,0.0060490000000000006,0.006091,0.005821,0.006091,0.006091,20
2016-05-15,0.006091,0.006091,0.006091,0.006091,0.006091,10
2016-05-16,0.006091,0.006099,0.0058,0.005991,0.005991,69
